ra,dec
130.8783479,24.4229559
130.8783479,24.4229559
199.0996546,-14.4447454
170.1031027,1.2858679
170.1031027,1.2858679
204.0355092,-14.0092516
204.0355092,-14.0092516
206.6522408,-11.8049588
140.4451478,18.469628
140.4451478,18.469628
140.4451478,18.469628
129.1299193,10.1472175
124.6426189,13.5027816
128.3219134,13.6613758
131.9386628,16.3289144
133.8081054,18.9497263
169.4490102,3.8665038
169.4490102,3.8665038
183.7203635,1.9681688
238.8197061,-21.0269691
243.6800912,-19.3468837
337.8588454,-13.2644554
332.6357627,-11.1661157
332.6357627,-11.1661157
332.6357627,-11.1661157
329.7262534,-10.8750666
243.4509662,-24.7870527
243.4509662,-24.7870527
243.4509662,-24.7870527
67.8205302,19.8316901
128.0670932,11.6307099
130.7988719,13.0094226
123.1361518,13.6884986
137.3794986,16.3558324
137.3794986,16.3558324
130.5013137,20.3593003
132.7193327,25.0380824
202.897887,-12.0951142
205.1596569,-11.1172332
283.0317641,-27.1807287
240.0333095,-23.1894196
240.0333095,-23.1894196
283.4346389,-26.5387308
288.0267612,-21.0075789
288.0267612,-21.0075789
288.0267612,-21.0075789
287.4125267,-19.6269336
282.008765,-18.3795798
20.4998403,0.7509701
20.4998403,0.7509701
