ra,dec
294.00543,46.310692
286.6384,39.487881
297.48669,46.996712
283.2645,41.711449
288.58835,42.605659
285.40494,49.99474
297.84149,46.967682
295.59125,42.555241
284.94098,46.56654
290.98923,50.30806
284.28714,42.35561
293.51108,45.136589
293.51108,45.136589
296.55005,49.102322
297.37509,46.662209
287.52203,51.375858
285.23245,48.806721
292.29459,40.591789
291.62878,41.208599
287.85812,42.542629
285.27643,39.446911
297.33945,46.347252
294.47833,46.945862
284.90302,43.95396
284.05954,44.518215
294.39105,44.762959
296.18829,43.936852
288.77182,42.213219
296.60141,44.32526
293.98871,46.718021
295.35446,48.5154
284.94098,46.56654
294.35092,50.081089
295.84653,49.936131
283.92004,40.740131
296.13281,48.977402
295.62469,42.545898
294.33847,50.33654
294.33847,50.33654
286.48364,46.752621
292.29459,40.591789
283.42911,47.59251
288.66077,43.36808
290.17618,46.698341
295.46234,40.77697
289.74277,50.787041
